ARRIVAL_TIME,DEPARTURE_TIME,SHAPE_DIST_TRAVELED,STOP_ID,STOP_SEQUENCE,TRIP_ID,GEOMETRY_COORDINATES,STOP_NAME
7:38:00,7:38:00,1.88757,U1506Z2,4,331_260_200302,"[14.43407, 49.94786]","Ohrobec,U Čisteckých"
7:41:00,7:41:00,3.60474,U1510Z2,5,331_260_200302,"[14.45069, 49.95853]","Dolní Břežany,Na Rovném"
7:43:00,7:43:00,4.00597,U1511Z2,6,331_260_200302,"[14.45285, 49.96176]","Dolní Břežany,Hřiště"
7:44:00,7:44:00,4.45152,U1503Z2,7,331_260_200302,"[14.45708, 49.96319]","Dolní Břežany,Obecní úřad"
7:45:00,7:45:00,4.60988,U1502Z2,8,331_260_200302,"[14.45889, 49.96373]","Dolní Břežany,Náměstí"
7:47:00,7:47:00,5.23144,U1501Z2,9,331_260_200302,"[14.46199, 49.96894]","Dolní Břežany,Na kopečku"
7:51:00,7:51:00,7.98873,U545Z2,10,331_260_200302,"[14.46853, 49.99163]",Písnice
7:52:00,7:52:00,8.36842,U546Z2,11,331_260_200302,"[14.46768, 49.99496]",Ke Březině
7:53:00,7:53:00,8.56835,U871Z2,12,331_260_200302,"[14.46765, 49.99676]",Lipovická
7:54:00,7:54:00,9.06989,U369Z2,13,331_260_200302,"[14.4666, 50.0012]",Sídliště Písnice
7:55:00,7:55:00,9.54261,U783Z2,14,331_260_200302,"[14.46417, 50.00515]",U Libušské sokolovny
7:56:00,7:56:00,9.91261,U335Z2,15,331_260_200302,"[14.46275, 50.00834]",Libuš
7:57:00,7:57:00,10.22327,U804Z2,16,331_260_200302,"[14.46015, 50.01056]",U Zvoničky
7:58:00,7:58:00,10.58214,U194Z2,17,331_260_200302,"[14.45772, 50.01337]",Jalodvorská
8:00:00,8:00:00,11.45101,U749Z2,18,331_260_200302,"[14.45197, 50.02019]",Tempo
8:01:00,8:01:00,11.78984,U656Z2,19,331_260_200302,"[14.45149, 50.02318]",Sídliště Krč
8:02:00,8:02:00,12.25383,U893Z4,20,331_260_200302,"[14.45143, 50.02735]",Zálesí
8:04:00,8:04:00,12.80669,U488Z7,21,331_260_200302,"[14.45515, 50.03038]",Nemocnice Krč
8:08:00,8:08:00,14.16983,U228Z5,22,331_260_200302,"[14.46033, 50.04203]",Kačerov
7:39:00,7:39:00,0.0,U1517Z2,1,333_1012_200302,"[14.41051, 49.902]","Březová-Oleško,Oleško"
7:40:00,7:40:00,0.75929,U1516Z2,2,333_1012_200302,"[14.41319, 49.90846]","Březová-Oleško,U Topolů"
7:41:00,7:41:00,1.16044,U9551Z2,3,333_1012_200302,"[14.41437, 49.91185]","Březová-Oleško,Školka"
7:42:00,7:42:00,1.63421,U1515Z2,4,333_1012_200302,"[14.41559, 49.91507]","Březová-Oleško,Březová"
7:44:00,7:44:00,2.58248,U1514Z2,5,333_1012_200302,"[14.41984, 49.92087]","Zvole,Černíky"
7:45:00,7:45:00,2.9558,U1905Z2,6,333_1012_200302,"[14.42129, 49.92397]","Zvole,Nová Zvole"
7:46:00,7:46:00,3.73672,U1904Z2,7,333_1012_200302,"[14.4239, 49.93073]","Zvole,Jílovská"
7:49:00,7:49:00,4.07623,U1513Z2,8,333_1012_200302,"[14.42259, 49.93355]",Zvole
7:50:00,7:50:00,4.83433,U6955Z2,9,333_1012_200302,"[14.42772, 49.93928]","Ohrobec,Zvolská"
7:51:00,7:51:00,5.31127,U1512Z2,10,333_1012_200302,"[14.43147, 49.9424]","Ohrobec,U Rybníka"
7:53:00,7:53:00,5.9638,U1506Z2,11,333_1012_200302,"[14.43407, 49.94786]","Ohrobec,U Čisteckých"
7:55:00,7:55:00,7.20516,U1504Z1,12,333_1012_200302,"[14.43284, 49.95618]","Dolní Břežany,Lhota"
7:59:00,7:59:00,9.22949,U1503Z2,13,333_1012_200302,"[14.45708, 49.96319]","Dolní Břežany,Obecní úřad"
8:00:00,8:00:00,9.38784,U1502Z2,14,333_1012_200302,"[14.45889, 49.96373]","Dolní Břežany,Náměstí"
8:02:00,8:02:00,10.00941,U1501Z2,15,333_1012_200302,"[14.46199, 49.96894]","Dolní Břežany,Na kopečku"
8:06:00,8:06:00,12.76669,U545Z2,16,333_1012_200302,"[14.46853, 49.99163]",Písnice
8:07:00,8:07:00,13.14639,U546Z2,17,333_1012_200302,"[14.46768, 49.99496]",Ke Březině
8:08:00,8:08:00,13.34632,U871Z2,18,333_1012_200302,"[14.46765, 49.99676]",Lipovická
8:09:00,8:09:00,13.84786,U369Z2,19,333_1012_200302,"[14.4666, 50.0012]",Sídliště Písnice
8:10:00,8:10:00,14.32057,U783Z2,20,333_1012_200302,"[14.46417, 50.00515]",U Libušské sokolovny
8:11:00,8:11:00,14.69057,U335Z2,21,333_1012_200302,"[14.46275, 50.00834]",Libuš
8:12:00,8:12:00,15.00124,U804Z2,22,333_1012_200302,"[14.46015, 50.01056]",U Zvoničky
8:13:00,8:13:00,15.3601,U194Z2,23,333_1012_200302,"[14.45772, 50.01337]",Jalodvorská
8:15:00,8:15:00,16.22898,U749Z2,24,333_1012_200302,"[14.45197, 50.02019]",Tempo
8:16:00,8:16:00,16.56781,U656Z2,25,333_1012_200302,"[14.45149, 50.02318]",Sídliště Krč
8:17:00,8:17:00,17.0318,U893Z4,26,333_1012_200302,"[14.45143, 50.02735]",Zálesí
8:19:00,8:19:00,17.58466,U488Z7,27,333_1012_200302,"[14.45515, 50.03038]",Nemocnice Krč
8:23:00,8:23:00,18.94779,U228Z5,28,333_1012_200302,"[14.46033, 50.04203]",Kačerov
7:54:00,7:54:00,0.0,U1513Z2,1,333_1052_200302,"[14.42259, 49.93355]",Zvole
7:55:00,7:55:00,0.7581,U6955Z2,2,333_1052_200302,"[14.42772, 49.93928]","Ohrobec,Zvolská"
7:56:00,7:56:00,1.23504,U1512Z2,3,333_1052_200302,"[14.43147, 49.9424]","Ohrobec,U Rybníka"
7:57:00,7:57:00,1.58509,U1507Z1,4,333_1052_200302,"[14.43122, 49.94374]",Ohrobec
7:58:00,7:58:00,2.51503,U1508Z1,5,333_1052_200302,"[14.41994, 49.94742]","Ohrobec,Károv"
7:59:00,7:59:00,3.14104,U1509Z1,6,333_1052_200302,"[14.41138, 49.94843]","Dolní Břežany,Zálepy"
8:01:00,8:01:00,3.77136,U1508Z2,7,333_1052_200302,"[14.41998, 49.94736]","Ohrobec,Károv"
8:03:00,8:03:00,4.75176,U1507Z2,8,333_1052_200302,"[14.43195, 49.94371]",Ohrobec
8:05:00,8:05:00,5.24994,U1506Z2,9,333_1052_200302,"[14.43407, 49.94786]","Ohrobec,U Čisteckých"
8:07:00,8:07:00,6.49131,U1504Z1,10,333_1052_200302,"[14.43284, 49.95618]","Dolní Břežany,Lhota"
8:11:00,8:11:00,8.51563,U1503Z2,11,333_1052_200302,"[14.45708, 49.96319]","Dolní Břežany,Obecní úřad"
8:12:00,8:12:00,8.67399,U1502Z2,12,333_1052_200302,"[14.45889, 49.96373]","Dolní Břežany,Náměstí"
8:14:00,8:14:00,9.29555,U1501Z2,13,333_1052_200302,"[14.46199, 49.96894]","Dolní Břežany,Na kopečku"
8:18:00,8:18:00,12.05284,U545Z2,14,333_1052_200302,"[14.46853, 49.99163]",Písnice
8:19:00,8:19:00,12.43253,U546Z2,15,333_1052_200302,"[14.46768, 49.99496]",Ke Březině
8:20:00,8:20:00,12.63246,U871Z2,16,333_1052_200302,"[14.46765, 49.99676]",Lipovická
8:21:00,8:21:00,13.134,U369Z2,17,333_1052_200302,"[14.4666, 50.0012]",Sídliště Písnice
8:22:00,8:22:00,13.60671,U783Z2,18,333_1052_200302,"[14.46417, 50.00515]",U Libušské sokolovny
8:23:00,8:23:00,13.97672,U335Z2,19,333_1052_200302,"[14.46275, 50.00834]",Libuš
8:24:00,8:24:00,14.28738,U804Z2,20,333_1052_200302,"[14.46015, 50.01056]",U Zvoničky
8:25:00,8:25:00,14.64625,U194Z2,21,333_1052_200302,"[14.45772, 50.01337]",Jalodvorská
8:27:00,8:27:00,15.51512,U749Z2,22,333_1052_200302,"[14.45197, 50.02019]",Tempo
8:28:00,8:28:00,15.85395,U656Z2,23,333_1052_200302,"[14.45149, 50.02318]",Sídliště Krč
8:29:00,8:29:00,16.31794,U893Z4,24,333_1052_200302,"[14.45143, 50.02735]",Zálesí
8:31:00,8:31:00,16.8708,U488Z7,25,333_1052_200302,"[14.45515, 50.03038]",Nemocnice Krč
8:35:00,8:35:00,18.23394,U228Z5,26,333_1052_200302,"[14.46033, 50.04203]",Kačerov
8:15:00,8:15:00,0.0,U1517Z2,1,333_1094_200302,"[14.41051, 49.902]","Březová-Oleško,Oleško"
8:16:00,8:16:00,0.75929,U1516Z2,2,333_1094_200302,"[14.41319, 49.90846]","Březová-Oleško,U Topolů"
8:17:00,8:17:00,1.16044,U9551Z2,3,333_1094_200302,"[14.41437, 49.91185]","Březová-Oleško,Školka"
8:18:00,8:18:00,1.63421,U1515Z2,4,333_1094_200302,"[14.41559, 49.91507]","Březová-Oleško,Březová"
8:20:00,8:20:00,2.58248,U1514Z2,5,333_1094_200302,"[14.41984, 49.92087]","Zvole,Černíky"
8:21:00,8:21:00,2.9558,U1905Z2,6,333_1094_200302,"[14.42129, 49.92397]","Zvole,Nová Zvole"
8:22:00,8:22:00,3.73672,U1904Z2,7,333_1094_200302,"[14.4239, 49.93073]","Zvole,Jílovská"
8:25:00,8:25:00,4.07623,U1513Z2,8,333_1094_200302,"[14.42259, 49.93355]",Zvole
8:26:00,8:26:00,4.83433,U6955Z2,9,333_1094_200302,"[14.42772, 49.93928]","Ohrobec,Zvolská"
8:27:00,8:27:00,5.31127,U1512Z2,10,333_1094_200302,"[14.43147, 49.9424]","Ohrobec,U Rybníka"
8:29:00,8:29:00,5.9638,U1506Z2,11,333_1094_200302,"[14.43407, 49.94786]","Ohrobec,U Čisteckých"
8:31:00,8:31:00,7.20516,U1504Z1,12,333_1094_200302,"[14.43284, 49.95618]","Dolní Břežany,Lhota"
8:35:00,8:35:00,9.22949,U1503Z2,13,333_1094_200302,"[14.45708, 49.96319]","Dolní Břežany,Obecní úřad"
8:36:00,8:36:00,9.38784,U1502Z2,14,333_1094_200302,"[14.45889, 49.96373]","Dolní Břežany,Náměstí"
8:38:00,8:38:00,10.00941,U1501Z2,15,333_1094_200302,"[14.46199, 49.96894]","Dolní Břežany,Na kopečku"
8:42:00,8:42:00,12.76669,U545Z2,16,333_1094_200302,"[14.46853, 49.99163]",Písnice
8:43:00,8:43:00,13.14639,U546Z2,17,333_1094_200302,"[14.46768, 49.99496]",Ke Březině
8:44:00,8:44:00,13.34632,U871Z2,18,333_1094_200302,"[14.46765, 49.99676]",Lipovická
8:45:00,8:45:00,13.84786,U369Z2,19,333_1094_200302,"[14.4666, 50.0012]",Sídliště Písnice
8:46:00,8:46:00,14.32057,U783Z2,20,333_1094_200302,"[14.46417, 50.00515]",U Libušské sokolovny
8:47:00,8:47:00,14.69057,U335Z2,21,333_1094_200302,"[14.46275, 50.00834]",Libuš
8:48:00,8:48:00,15.00124,U804Z2,22,333_1094_200302,"[14.46015, 50.01056]",U Zvoničky
8:49:00,8:49:00,15.3601,U194Z2,23,333_1094_200302,"[14.45772, 50.01337]",Jalodvorská
8:51:00,8:51:00,16.22898,U749Z2,24,333_1094_200302,"[14.45197, 50.02019]",Tempo
8:52:00,8:52:00,16.56781,U656Z2,25,333_1094_200302,"[14.45149, 50.02318]",Sídliště Krč
8:53:00,8:53:00,17.0318,U893Z4,26,333_1094_200302,"[14.45143, 50.02735]",Zálesí
8:55:00,8:55:00,17.58466,U488Z7,27,333_1094_200302,"[14.45515, 50.03038]",Nemocnice Krč
8:59:00,8:59:00,18.94779,U228Z5,28,333_1094_200302,"[14.46033, 50.04203]",Kačerov
8:24:00,8:24:00,0.0,U1503Z2,1,333_715_200302,"[14.45708, 49.96319]","Dolní Břežany,Obecní úřad"
8:25:00,8:25:00,0.15836,U1502Z2,2,333_715_200302,"[14.45889, 49.96373]","Dolní Břežany,Náměstí"
8:27:00,8:27:00,0.77992,U1501Z2,3,333_715_200302,"[14.46199, 49.96894]","Dolní Břežany,Na kopečku"
8:31:00,8:31:00,3.53721,U545Z2,4,333_715_200302,"[14.46853, 49.99163]",Písnice
8:32:00,8:32:00,3.9169,U546Z2,5,333_715_200302,"[14.46768, 49.99496]",Ke Březině
8:33:00,8:33:00,4.11683,U871Z2,6,333_715_200302,"[14.46765, 49.99676]",Lipovická
8:34:00,8:34:00,4.61837,U369Z2,7,333_715_200302,"[14.4666, 50.0012]",Sídliště Písnice
8:35:00,8:35:00,5.09108,U783Z2,8,333_715_200302,"[14.46417, 50.00515]",U Libušské sokolovny
8:36:00,8:36:00,5.46109,U335Z2,9,333_715_200302,"[14.46275, 50.00834]",Libuš
8:37:00,8:37:00,5.77175,U804Z2,10,333_715_200302,"[14.46015, 50.01056]",U Zvoničky
8:38:00,8:38:00,6.13062,U194Z2,11,333_715_200302,"[14.45772, 50.01337]",Jalodvorská
8:40:00,8:40:00,6.99949,U749Z2,12,333_715_200302,"[14.45197, 50.02019]",Tempo
8:41:00,8:41:00,7.33832,U656Z2,13,333_715_200302,"[14.45149, 50.02318]",Sídliště Krč
8:42:00,8:42:00,7.80231,U893Z4,14,333_715_200302,"[14.45143, 50.02735]",Zálesí
8:44:00,8:44:00,8.35517,U488Z7,15,333_715_200302,"[14.45515, 50.03038]",Nemocnice Krč
8:48:00,8:48:00,9.71831,U228Z5,16,333_715_200302,"[14.46033, 50.04203]",Kačerov
8:48:00,8:48:00,0.0,U1503Z2,1,333_751_200302,"[14.45708, 49.96319]","Dolní Břežany,Obecní úřad"
8:49:00,8:49:00,0.15836,U1502Z2,2,333_751_200302,"[14.45889, 49.96373]","Dolní Břežany,Náměstí"
8:51:00,8:51:00,0.77992,U1501Z2,3,333_751_200302,"[14.46199, 49.96894]","Dolní Břežany,Na kopečku"
8:55:00,8:55:00,3.53721,U545Z2,4,333_751_200302,"[14.46853, 49.99163]",Písnice
8:56:00,8:56:00,3.9169,U546Z2,5,333_751_200302,"[14.46768, 49.99496]",Ke Březině
8:57:00,8:57:00,4.11683,U871Z2,6,333_751_200302,"[14.46765, 49.99676]",Lipovická
8:58:00,8:58:00,4.61837,U369Z2,7,333_751_200302,"[14.4666, 50.0012]",Sídliště Písnice
8:59:00,8:59:00,5.09108,U783Z2,8,333_751_200302,"[14.46417, 50.00515]",U Libušské sokolovny
9:00:00,9:00:00,5.46109,U335Z2,9,333_751_200302,"[14.46275, 50.00834]",Libuš
9:01:00,9:01:00,5.77175,U804Z2,10,333_751_200302,"[14.46015, 50.01056]",U Zvoničky
9:02:00,9:02:00,6.13062,U194Z2,11,333_751_200302,"[14.45772, 50.01337]",Jalodvorská
9:04:00,9:04:00,6.99949,U749Z2,12,333_751_200302,"[14.45197, 50.02019]",Tempo
9:05:00,9:05:00,7.33832,U656Z2,13,333_751_200302,"[14.45149, 50.02318]",Sídliště Krč
9:06:00,9:06:00,7.80231,U893Z4,14,333_751_200302,"[14.45143, 50.02735]",Zálesí
9:08:00,9:08:00,8.35517,U488Z7,15,333_751_200302,"[14.45515, 50.03038]",Nemocnice Krč
9:12:00,9:12:00,9.71831,U228Z5,16,333_751_200302,"[14.46033, 50.04203]",Kačerov
7:30:00,7:30:00,0.0,U1502Z2,1,333_651_200307,"[14.45889, 49.96373]","Dolní Břežany,Náměstí"
7:32:00,7:32:00,0.62157,U1501Z2,2,333_651_200307,"[14.46199, 49.96894]","Dolní Břežany,Na kopečku"
7:36:00,7:36:00,3.37885,U545Z2,3,333_651_200307,"[14.46853, 49.99163]",Písnice
7:37:00,7:37:00,3.75854,U546Z2,4,333_651_200307,"[14.46768, 49.99496]",Ke Březině
7:38:00,7:38:00,3.95848,U871Z2,5,333_651_200307,"[14.46765, 49.99676]",Lipovická
7:39:00,7:39:00,4.46002,U369Z2,6,333_651_200307,"[14.4666, 50.0012]",Sídliště Písnice
7:40:00,7:40:00,4.93273,U783Z2,7,333_651_200307,"[14.46417, 50.00515]",U Libušské sokolovny
7:41:00,7:41:00,5.30273,U335Z2,8,333_651_200307,"[14.46275, 50.00834]",Libuš
7:42:00,7:42:00,5.6134,U804Z2,9,333_651_200307,"[14.46015, 50.01056]",U Zvoničky
7:43:00,7:43:00,5.97226,U194Z2,10,333_651_200307,"[14.45772, 50.01337]",Jalodvorská
7:45:00,7:45:00,6.84113,U749Z2,11,333_651_200307,"[14.45197, 50.02019]",Tempo
7:46:00,7:46:00,7.17996,U656Z2,12,333_651_200307,"[14.45149, 50.02318]",Sídliště Krč
7:47:00,7:47:00,7.64396,U893Z4,13,333_651_200307,"[14.45143, 50.02735]",Zálesí
7:48:00,7:48:00,8.19682,U488Z7,14,333_651_200307,"[14.45515, 50.03038]",Nemocnice Krč
7:52:00,7:52:00,9.55995,U228Z5,15,333_651_200307,"[14.46033, 50.04203]",Kačerov
8:38:00,8:38:00,0.0,U1905Z2,1,333_1026_200307,"[14.42129, 49.92397]","Zvole,Nová Zvole"
8:39:00,8:39:00,0.78092,U1904Z2,2,333_1026_200307,"[14.4239, 49.93073]","Zvole,Jílovská"
8:42:00,8:42:00,1.12043,U1513Z2,3,333_1026_200307,"[14.42259, 49.93355]",Zvole
8:43:00,8:43:00,1.87853,U6955Z2,4,333_1026_200307,"[14.42772, 49.93928]","Ohrobec,Zvolská"
8:44:00,8:44:00,2.35547,U1512Z2,5,333_1026_200307,"[14.43147, 49.9424]","Ohrobec,U Rybníka"
8:45:00,8:45:00,2.70553,U1507Z1,6,333_1026_200307,"[14.43122, 49.94374]",Ohrobec
8:46:00,8:46:00,3.63546,U1508Z1,7,333_1026_200307,"[14.41994, 49.94742]","Ohrobec,Károv"
8:47:00,8:47:00,4.26147,U1509Z1,8,333_1026_200307,"[14.41138, 49.94843]","Dolní Břežany,Zálepy"
8:49:00,8:49:00,4.8918,U1508Z2,9,333_1026_200307,"[14.41998, 49.94736]","Ohrobec,Károv"
8:51:00,8:51:00,5.87219,U1507Z2,10,333_1026_200307,"[14.43195, 49.94371]",Ohrobec
8:53:00,8:53:00,6.37037,U1506Z2,11,333_1026_200307,"[14.43407, 49.94786]","Ohrobec,U Čisteckých"
8:55:00,8:55:00,7.61174,U1504Z1,12,333_1026_200307,"[14.43284, 49.95618]","Dolní Břežany,Lhota"
8:59:00,8:59:00,9.63606,U1503Z2,13,333_1026_200307,"[14.45708, 49.96319]","Dolní Břežany,Obecní úřad"
9:00:00,9:00:00,9.79442,U1502Z2,14,333_1026_200307,"[14.45889, 49.96373]","Dolní Břežany,Náměstí"
9:02:00,9:02:00,10.41599,U1501Z2,15,333_1026_200307,"[14.46199, 49.96894]","Dolní Břežany,Na kopečku"
9:06:00,9:06:00,13.17327,U545Z2,16,333_1026_200307,"[14.46853, 49.99163]",Písnice
9:07:00,9:07:00,13.55296,U546Z2,17,333_1026_200307,"[14.46768, 49.99496]",Ke Březině
9:08:00,9:08:00,13.7529,U871Z2,18,333_1026_200307,"[14.46765, 49.99676]",Lipovická
9:09:00,9:09:00,14.25444,U369Z2,19,333_1026_200307,"[14.4666, 50.0012]",Sídliště Písnice
9:10:00,9:10:00,14.72715,U783Z2,20,333_1026_200307,"[14.46417, 50.00515]",U Libušské sokolovny
9:11:00,9:11:00,15.09715,U335Z2,21,333_1026_200307,"[14.46275, 50.00834]",Libuš
9:12:00,9:12:00,15.40782,U804Z2,22,333_1026_200307,"[14.46015, 50.01056]",U Zvoničky
9:13:00,9:13:00,15.76668,U194Z2,23,333_1026_200307,"[14.45772, 50.01337]",Jalodvorská
9:15:00,9:15:00,16.63555,U749Z2,24,333_1026_200307,"[14.45197, 50.02019]",Tempo
9:16:00,9:16:00,16.97438,U656Z2,25,333_1026_200307,"[14.45149, 50.02318]",Sídliště Krč
9:17:00,9:17:00,17.43838,U893Z4,26,333_1026_200307,"[14.45143, 50.02735]",Zálesí
9:19:00,9:19:00,17.99124,U488Z7,27,333_1026_200307,"[14.45515, 50.03038]",Nemocnice Krč
9:23:00,9:23:00,19.35437,U228Z5,28,333_1026_200307,"[14.46033, 50.04203]",Kačerov
8:30:00,8:30:00,0.0,U1502Z2,1,333_653_200307,"[14.45889, 49.96373]","Dolní Břežany,Náměstí"
8:32:00,8:32:00,0.62157,U1501Z2,2,333_653_200307,"[14.46199, 49.96894]","Dolní Břežany,Na kopečku"
8:36:00,8:36:00,3.37885,U545Z2,3,333_653_200307,"[14.46853, 49.99163]",Písnice
8:37:00,8:37:00,3.75854,U546Z2,4,333_653_200307,"[14.46768, 49.99496]",Ke Březině
8:38:00,8:38:00,3.95848,U871Z2,5,333_653_200307,"[14.46765, 49.99676]",Lipovická
8:39:00,8:39:00,4.46002,U369Z2,6,333_653_200307,"[14.4666, 50.0012]",Sídliště Písnice
8:40:00,8:40:00,4.93273,U783Z2,7,333_653_200307,"[14.46417, 50.00515]",U Libušské sokolovny
8:41:00,8:41:00,5.30273,U335Z2,8,333_653_200307,"[14.46275, 50.00834]",Libuš
8:42:00,8:42:00,5.6134,U804Z2,9,333_653_200307,"[14.46015, 50.01056]",U Zvoničky
8:43:00,8:43:00,5.97226,U194Z2,10,333_653_200307,"[14.45772, 50.01337]",Jalodvorská
8:45:00,8:45:00,6.84113,U749Z2,11,333_653_200307,"[14.45197, 50.02019]",Tempo
8:46:00,8:46:00,7.17996,U656Z2,12,333_653_200307,"[14.45149, 50.02318]",Sídliště Krč
8:47:00,8:47:00,7.64396,U893Z4,13,333_653_200307,"[14.45143, 50.02735]",Zálesí
8:49:00,8:49:00,8.19682,U488Z7,14,333_653_200307,"[14.45515, 50.03038]",Nemocnice Krč
8:53:00,8:53:00,9.55995,U228Z5,15,333_653_200307,"[14.46033, 50.04203]",Kačerov
11:30:00,11:30:00,0.0,U1502Z2,1,333_671_200307,"[14.45889, 49.96373]","Dolní Břežany,Náměstí"
11:32:00,11:32:00,0.62157,U1501Z2,2,333_671_200307,"[14.46199, 49.96894]","Dolní Břežany,Na kopečku"
11:36:00,11:36:00,3.37885,U545Z2,3,333_671_200307,"[14.46853, 49.99163]",Písnice
11:37:00,11:37:00,3.75854,U546Z2,4,333_671_200307,"[14.46768, 49.99496]",Ke Březině
11:38:00,11:38:00,3.95848,U871Z2,5,333_671_200307,"[14.46765, 49.99676]",Lipovická
11:39:00,11:39:00,4.46002,U369Z2,6,333_671_200307,"[14.4666, 50.0012]",Sídliště Písnice
11:40:00,11:40:00,4.93273,U783Z2,7,333_671_200307,"[14.46417, 50.00515]",U Libušské sokolovny
11:41:00,11:41:00,5.30273,U335Z2,8,333_671_200307,"[14.46275, 50.00834]",Libuš
11:42:00,11:42:00,5.6134,U804Z2,9,333_671_200307,"[14.46015, 50.01056]",U Zvoničky
11:43:00,11:43:00,5.97226,U194Z2,10,333_671_200307,"[14.45772, 50.01337]",Jalodvorská
11:45:00,11:45:00,6.84113,U749Z2,11,333_671_200307,"[14.45197, 50.02019]",Tempo
11:46:00,11:46:00,7.17996,U656Z2,12,333_671_200307,"[14.45149, 50.02318]",Sídliště Krč
11:47:00,11:47:00,7.64396,U893Z4,13,333_671_200307,"[14.45143, 50.02735]",Zálesí
11:49:00,11:49:00,8.19682,U488Z7,14,333_671_200307,"[14.45515, 50.03038]",Nemocnice Krč
11:53:00,11:53:00,9.55995,U228Z5,15,333_671_200307,"[14.46033, 50.04203]",Kačerov
